entry_order,unique_ID,article_citation,last_name,pub_year,pub_name,search_where,doi,data_type,continent,spatial_scale,study_system,page_no,input_where_did_they_cite_data,input_data_name,input_data_form,input_how_to_access,input_citation_for_data,input_link_to_data,synthSourceCount,gt1ExceptionRule,input_storage_location,input_what_repository,input_data_distance,input_DOI_to_data,input_available_on_data_one,output_storage_location,output_what_repository,output_data_distance,output_DOI_to_data,notes
389,rodman_2017_forestecologyandmanagement,"Rodman, K.C., et al. (2017). Reference conditions are influenced by the physical template and vary by forest type: A synthesis of Pinus ponderosa-dominated sites in the southwestern United States. Forest Ecology and Management.",Rodman,2017,Forest Ecology and Management.,WOS,10.1016/j.foreco.2017.09.012,secondary,north america,regional,forest,,methods (data),topography covariates,spatial,link (working),"United States Geological Survey, National Elevation Dataset, 1999. URL <nationalmap.gov/elevation.html> (accessed 1.1.15).",nationalmap.gov/elevation.html,1,unique,gov_repo,National Map,2,NA,,NA,NA,NA,NA,
390,rodman_2017_forestecologyandmanagement,"Rodman, K.C., et al. (2017). Reference conditions are influenced by the physical template and vary by forest type: A synthesis of Pinus ponderosa-dominated sites in the southwestern United States. Forest Ecology and Management.",Rodman,2017,Forest Ecology and Management.,WOS,10.1016/j.foreco.2017.09.012,secondary,north america,regional,forest,,methods (data),US Forest Service Terrestrial Ecosystem Unit map number,spatial,link (working),"United States Forest Service, R3 Geospatial Data, 2015. United States Department of Agriculture. URL <http://www.fs.usda.gov/detail/r3/landmanagement/gis/?cid= stelprdb5202474> (accessed 7.6.16).",http://www.fs.usda.gov/detail/r3/landmanagement/gis/?cid=stelprdb5202474,1,unique,gov_repo,USDA,2,NA,,NA,NA,NA,NA,
391,rodman_2017_forestecologyandmanagement,"Rodman, K.C., et al. (2017). Reference conditions are influenced by the physical template and vary by forest type: A synthesis of Pinus ponderosa-dominated sites in the southwestern United States. Forest Ecology and Management.",Rodman,2017,Forest Ecology and Management.,WOS,10.1016/j.foreco.2017.09.012,secondary,north america,regional,forest,,methods (data),Ecologically relevant landform unit,spatial,article,"D.M. Theobald, D. Harrison-Atlas, W.B. MonahanEcologically-relevant maps of landforms and physiographic diversity for climate adaptation planningPLoS One, 10 (2015), pp. 1-17",NA,1,unique,NA,NA,2,NA,,NA,NA,NA,NA,
392,rodman_2017_forestecologyandmanagement,"Rodman, K.C., et al. (2017). Reference conditions are influenced by the physical template and vary by forest type: A synthesis of Pinus ponderosa-dominated sites in the southwestern United States. Forest Ecology and Management.",Rodman,2017,Forest Ecology and Management.,WOS,10.1016/j.foreco.2017.09.012,secondary,north america,regional,forest,,methods (data),Dominant soil order from Natural Resource Conservation Service SSURGO geospatial data,spatial,link (working),"Soil Survey Staff, Natural Resources Conservation Service, United States Department of Agriculture, 2015. Soil Survey Geographic (SSURGO) Database. URL <https://sdmdataaccess.sc.egov.usda.gov> (accessed 4.6.16).",https://sdmdataaccess.sc.egov.usda.gov,1,unique,gov_repo,USDA,2,NA,,NA,NA,NA,NA,
393,rodman_2017_forestecologyandmanagement,"Rodman, K.C., et al. (2017). Reference conditions are influenced by the physical template and vary by forest type: A synthesis of Pinus ponderosa-dominated sites in the southwestern United States. Forest Ecology and Management.",Rodman,2017,Forest Ecology and Management.,WOS,10.1016/j.foreco.2017.09.012,secondary,north america,regional,forest,,methods (data),Primary type of underlying bedrock from USGS state lithology map,spatial,link (working),"United States Geologic Survey, Geologic Maps of US States, 2015. United States Department of Interior. URL <https://mrdata-usgs-gov.unr.idm.oclc.org/geology/state/> (accessed 1.6.15).",https://mrdata-usgs-gov.unr.idm.oclc.org/geology/state/,1,unique,gov_repo,USGS,2,NA,,NA,NA,NA,NA,
394,suarez-mota_2016_polishjournalofecology,"Suarez-Mota, M.E., et al. (2017). Ecological Niche Modeling of Invasive Plant Species According to Invasion Status and Management Needs: The Case of Chromolaena odorata (Asteraceae) in South Africa. Polish Journal of Ecology.",Suarez-Mota,2017,Polish Journal of Ecology,WOS,10.3161/15052249PJE2016.64.3.007,secondary,africa,country,terrestrial,373,methods (general),"National Herbarium (MEXU) of the Institute of Biology, National Autonomous University of Mexico",database,not provided,NA,NA,NA,unique,NA,NA,not accessible,NA,,NA,NA,NA,NA,
395,suarez-mota_2016_polishjournalofecology,"Suarez-Mota, M.E., et al. (2017). Ecological Niche Modeling of Invasive Plant Species According to Invasion Status and Management Needs: The Case of Chromolaena odorata (Asteraceae) in South Africa. Polish Journal of Ecology.",Suarez-Mota,2017,Polish Journal of Ecology,WOS,10.3161/15052249PJE2016.64.3.007,secondary,africa,country,terrestrial,373,methods (general),GBIF,database,link (working),"Institute of Biology, National Autonomous University of Mexico.",www.gbif.org,1,unique,website,GBIF,2,NA,,NA,NA,NA,NA,
396,suarez-mota_2016_polishjournalofecology,"Suarez-Mota, M.E., et al. (2017). Ecological Niche Modeling of Invasive Plant Species According to Invasion Status and Management Needs: The Case of Chromolaena odorata (Asteraceae) in South Africa. Polish Journal of Ecology.",Suarez-Mota,2017,Polish Journal of Ecology,WOS,10.3161/15052249PJE2016.64.3.007,secondary,africa,country,terrestrial,373,methods (general),Records of C. odorata in South Africa,database,article,"Zachariades C., Strathie L.W., Retief E., Dube  N. 2011. Progress towards the biological control of Chromolaena odorata (L.) R.M.King and H.Rob. (Asteraceae) in South Africa — Plant Ecol. 19: 282–302.",NA,1,unique,article,NA,2,NA,,NA,NA,NA,NA,
397,suarez-mota_2016_polishjournalofecology,"Suarez-Mota, M.E., et al. (2017). Ecological Niche Modeling of Invasive Plant Species According to Invasion Status and Management Needs: The Case of Chromolaena odorata (Asteraceae) in South Africa. Polish Journal of Ecology.",Suarez-Mota,2017,Polish Journal of Ecology,WOS,10.3161/15052249PJE2016.64.3.007,secondary,africa,country,terrestrial,373,methods (general),WorldClim,spatial,article,"Hijmans R.J., Cameron S.E., Parra J.L., Jones P.G., Jarvis A. 2005 — Very high resolution interpolated climate surfaces for global land areas — Int. J. Climatol. 25: 1965–1978.",NA,1,unique,website,NA,2,NA,,NA,NA,NA,NA,
399,goetz_2015_aquaticsonservation,"Goetz, S., et al (2015). Cetacean occurrence, habitat preferences and potential for cetacean–fishery interactions in Iberian Atlantic waters: results from cooperative research involving local stakeholders. Aquatic Conservation.",Goetz,2015,Aquatic Conservation,WOS,10.1002/aqc.2481     ,secondary,europe,country,marine,141,methods (general),Fisheries observer records,database,not provided,NA,NA,NA,unique,gov_repo,NA,3,NA,,NA,NA,NA,NA,
400,goetz_2015_aquaticsonservation,"Goetz, S., et al (2015). Cetacean occurrence, habitat preferences and potential for cetacean–fishery interactions in Iberian Atlantic waters: results from cooperative research involving local stakeholders. Aquatic Conservation.",Goetz,2015,Aquatic Conservation,WOS,10.1002/aqc.2481     ,secondary,europe,country,marine,141,methods (general),Skipper records (Whalewatch Galicia),database,not provided,NA,NA,NA,unique,gov_repo,NA,3,NA,,NA,NA,NA,NA,
401,goetz_2015_aquaticsonservation,"Goetz, S., et al (2015). Cetacean occurrence, habitat preferences and potential for cetacean–fishery interactions in Iberian Atlantic waters: results from cooperative research involving local stakeholders. Aquatic Conservation.",Goetz,2015,Aquatic Conservation,WOS,10.1002/aqc.2481     ,secondary,europe,country,marine,141,methods (general),ocean depth,spatial,not provided,NA,NA,NA,unique,NA,NA,3,NA,,NA,NA,NA,NA,
402,goetz_2015_aquaticsonservation,"Goetz, S., et al (2015). Cetacean occurrence, habitat preferences and potential for cetacean–fishery interactions in Iberian Atlantic waters: results from cooperative research involving local stakeholders. Aquatic Conservation.",Goetz,2015,Aquatic Conservation,WOS,10.1002/aqc.2481     ,secondary,europe,country,marine,141,methods (general),distance to coast,spatial,not provided,NA,NA,NA,unique,NA,NA,3,NA,,NA,NA,NA,NA,
403,zhang_2016_journalofaridenvironments,"Zhang, W., et al (2016). Afforestation and the impacts on soil and water conservation at decadal and regional scales in Northwest China. Journal of Arid Environments.",Zhang,2016,Journal of Arid Environments,WOS,10.1016/j.jaridenv.2016.03.003,secondary,asia,country,forest,99,methods (data),Forest cover in China,report,report,"State Forestry Administration of China. China forest Resource Report (2009–2013) China Forestry Press, Beijing, China (2014)",NA,1,unique,report,NA,2,NA,,NA,NA,NA,NA,
404,zhang_2016_journalofaridenvironments,"Zhang, W., et al (2016). Afforestation and the impacts on soil and water conservation at decadal and regional scales in Northwest China. Journal of Arid Environments.",Zhang,2016,Journal of Arid Environments,WOS,10.1016/j.jaridenv.2016.03.003,secondary,asia,country,forest,99,methods (data),Forest cover in China,database,link (working),S.Z. Zhang National Science Data Infrastrcture of Forestry (2015) http://www.forestdata.cn/ (accessed 03.04.2015.),http://www.forestdata.cn/,1,unique,gov_repo,NA,2,NA,,NA,NA,NA,NA,
405,zhang_2016_journalofaridenvironments,"Zhang, W., et al (2016). Afforestation and the impacts on soil and water conservation at decadal and regional scales in Northwest China. Journal of Arid Environments.",Zhang,2016,Journal of Arid Environments,WOS,10.1016/j.jaridenv.2016.03.003,secondary,asia,country,forest,99,methods (data),Grassland cover in China,report,report,"Y.D. Meng Data on the Grassland Resources of China. China Agricultural Sci-Tech Press, Beijing, China (1994)",NA,1,unique,report,NA,2,NA,,NA,NA,NA,NA,
406,zhang_2016_journalofaridenvironments,"Zhang, W., et al (2016). Afforestation and the impacts on soil and water conservation at decadal and regional scales in Northwest China. Journal of Arid Environments.",Zhang,2016,Journal of Arid Environments,WOS,10.1016/j.jaridenv.2016.03.003,secondary,asia,country,forest,99,methods (data),Grassland cover in China,report,report,"National Bureau of Statistics of China. China Statistical Yearbook 2011–2014. China Statistics Press, Beijing, China (2011–2014)",NA,1,unique,report,NA,2,NA,,NA,NA,NA,NA,
407,zhang_2016_journalofaridenvironments,"Zhang, W., et al (2016). Afforestation and the impacts on soil and water conservation at decadal and regional scales in Northwest China. Journal of Arid Environments.",Zhang,2016,Journal of Arid Environments,WOS,10.1016/j.jaridenv.2016.03.003,secondary,asia,country,forest,99,methods (data),Grassland cover in China,report,report,"Y.D. Meng, T.M. Liu. Development of grassland production in development of Western China. Grassl. China, 6 (2000), pp. 63-67(in Chinese with English abstract)",NA,1,unique,report,NA,2,NA,,NA,NA,NA,NA,
408,zhang_2016_journalofaridenvironments,"Zhang, W., et al (2016). Afforestation and the impacts on soil and water conservation at decadal and regional scales in Northwest China. Journal of Arid Environments.",Zhang,2016,Journal of Arid Environments,WOS,10.1016/j.jaridenv.2016.03.003,secondary,asia,country,forest,99,methods (data),Grassland cover in China,report,report,"C.G. Liu. China dairy Yearbook 2001. China Agriculture Press, Beijing, China (2002)",NA,2,unique,report,NA,2,NA,,NA,NA,NA,NA,
409,zhang_2016_journalofaridenvironments,"Zhang, W., et al (2016). Afforestation and the impacts on soil and water conservation at decadal and regional scales in Northwest China. Journal of Arid Environments.",Zhang,2016,Journal of Arid Environments,WOS,10.1016/j.jaridenv.2016.03.003,secondary,asia,country,forest,99,methods (data),Grassland cover in China,report,report,"C.G. Liu. China dairy Yearbook 2002. China Agriculture Press, Beijing, China (2003)",NA,2,?,report,NA,2,NA,,NA,NA,NA,NA,
410,zhang_2016_journalofaridenvironments,"Zhang, W., et al (2016). Afforestation and the impacts on soil and water conservation at decadal and regional scales in Northwest China. Journal of Arid Environments.",Zhang,2016,Journal of Arid Environments,WOS,10.1016/j.jaridenv.2016.03.003,secondary,asia,country,forest,99,methods (data),Soil erosion,report,report,"Z.G. Li. Comprehensive Investigation on Soil Water Erosion and Ecological Security in China, Soil and Water Conservation Data. Science Press, Beijing, China (2010) pp. 1–181",NA,1,unique,report,NA,2,NA,,NA,NA,NA,NA,employed Landsat MSS and TM remote sensing data
411,zhang_2016_journalofaridenvironments,"Zhang, W., et al (2016). Afforestation and the impacts on soil and water conservation at decadal and regional scales in Northwest China. Journal of Arid Environments.",Zhang,2016,Journal of Arid Environments,WOS,10.1016/j.jaridenv.2016.03.003,secondary,asia,country,forest,99,methods (data),Soil erosion,report,report,"Ministry of Water Resources of China. Bulletin of first national water census for soil and water conservation. Soil Water Conserv. China, 10 (2013), pp. 1-9 (in Chinese)",NA,2,unique,report,NA,2,NA,,NA,NA,NA,NA,employed Landsat MSS and TM remote sensing data
412,zhang_2016_journalofaridenvironments,"Zhang, W., et al (2016). Afforestation and the impacts on soil and water conservation at decadal and regional scales in Northwest China. Journal of Arid Environments.",Zhang,2016,Journal of Arid Environments,WOS,10.1016/j.jaridenv.2016.03.003,secondary,asia,country,forest,99,methods (data),"Precipitation, runoff, and other water resources",report,report,Ministry of Water Resources of China. China Water Resources Bulletin 2001–2013. China WaterPower Press (2002–2014),NA,2,?,report,NA,2,NA,,NA,NA,NA,NA,
413,young_2015_conservationbiology,"Young, et al. (2016). Dynamic catch trends in the history of recreational spearfishing in Australia. Conservation Biology.",Young,2015,Conservation Biology,WOS,10.1111/cobi.12456   ,secondary,australia,country,marine,786,methods (general),Spearfishing News,article,article,numerous individual reports within issues of magazine,NA,9,unique,article,NA,2,NA,,NA,NA,NA,NA,
414,young_2015_conservationbiology,"Young, et al. (2016). Dynamic catch trends in the history of recreational spearfishing in Australia. Conservation Biology.",Young,2015,Conservation Biology,WOS,10.1111/cobi.12456   ,secondary,australia,country,marine,786,methods (general),Australian Skin Diving and Spearfishing Digest,article,article,numerous individual reports within issues of magazine,NA,9,unique,article,NA,2,NA,,NA,NA,NA,NA,
415,young_2015_conservationbiology,"Young, et al. (2016). Dynamic catch trends in the history of recreational spearfishing in Australia. Conservation Biology.",Young,2015,Conservation Biology,WOS,10.1111/cobi.12456   ,secondary,australia,country,marine,786,methods (general),Australian Skindivers Magazine,article,article,numerous individual reports within issues of magazine,NA,9,unique,article,NA,2,NA,,NA,NA,NA,NA,
416,young_2015_conservationbiology,"Young, et al. (2016). Dynamic catch trends in the history of recreational spearfishing in Australia. Conservation Biology.",Young,2015,Conservation Biology,WOS,10.1111/cobi.12456   ,secondary,australia,country,marine,786,methods (general),Skindiving in Australia,article,article,numerous individual reports within issues of magazine,NA,9,unique,article,NA,2,NA,,NA,NA,NA,NA,
417,young_2015_conservationbiology,"Young, et al. (2016). Dynamic catch trends in the history of recreational spearfishing in Australia. Conservation Biology.",Young,2015,Conservation Biology,WOS,10.1111/cobi.12456   ,secondary,australia,country,marine,786,methods (general),Skindiving in Australia & New Zealand,article,article,numerous individual reports within issues of magazine,NA,9,unique,article,NA,2,NA,,NA,NA,NA,NA,
418,young_2015_conservationbiology,"Young, et al. (2016). Dynamic catch trends in the history of recreational spearfishing in Australia. Conservation Biology.",Young,2015,Conservation Biology,WOS,10.1111/cobi.12456   ,secondary,australia,country,marine,786,methods (general),Skindiving in Australia & the South Pacific,article,article,numerous individual reports within issues of magazine,NA,9,unique,article,NA,2,NA,,NA,NA,NA,NA,
419,young_2015_conservationbiology,"Young, et al. (2016). Dynamic catch trends in the history of recreational spearfishing in Australia. Conservation Biology.",Young,2015,Conservation Biology,WOS,10.1111/cobi.12456   ,secondary,australia,country,marine,786,methods (general),Sportdiving in Australia & the South Pacific/Sportdiving,article,article,numerous individual reports within issues of magazine,NA,9,unique,article,NA,2,NA,,NA,NA,NA,NA,
420,young_2015_conservationbiology,"Young, et al. (2016). Dynamic catch trends in the history of recreational spearfishing in Australia. Conservation Biology.",Young,2015,Conservation Biology,WOS,10.1111/cobi.12456   ,secondary,australia,country,marine,786,methods (general),Australian free diving and spearfishing news,article,article,numerous individual reports within issues of magazine,NA,9,unique,article,NA,2,NA,,NA,NA,NA,NA,
421,young_2015_conservationbiology,"Young, et al. (2016). Dynamic catch trends in the history of recreational spearfishing in Australia. Conservation Biology.",Young,2015,Conservation Biology,WOS,10.1111/cobi.12456   ,secondary,australia,country,marine,786,methods (general),International freediving and spearfishing news,article,article,numerous individual reports within issues of magazine,NA,9,unique,article,NA,2,NA,,NA,NA,NA,NA,
422,Linck_2016_peer,"Linck, et al. (2016). Assessing migration patterns in Passerina ciris using the world’s bird collections as an aggregated resource. PeerJ",Linck,2016,PeerJ,WOS,10.7717/peerj.1871,secondary,north america,regional,terrestrial,3,methods (data),Mexican Bird Atlas,database,article,"Navarro-Siguenza AG, Peterson AT, Gordillo-Martínez A. 2003. Museums workingtogether: the atlas of the birds of Mexico. Bulletin of the British Ornithological Club 123(A):207–225",NA,1,unique,NA,NA,2,NA,,NA,NA,NA,NA,
423,Linck_2016_peer,"Linck, et al. (2016). Assessing migration patterns in Passerina ciris using the world’s bird collections as an aggregated resource. PeerJ",Linck,2016,PeerJ,WOS,10.7717/peerj.1871,secondary,north america,regional,terrestrial,3,methods (data),VertNet,database,link (working),NA,VertNet.org,1,unique,website,NA,2,NA,,NA,NA,NA,NA,
424,Linck_2016_peer,"Linck, et al. (2016). Assessing migration patterns in Passerina ciris using the world’s bird collections as an aggregated resource. PeerJ",Linck,2016,PeerJ,WOS,10.7717/peerj.1871,secondary,north america,regional,terrestrial,6,methods (data),Enhanced Vegetation Index monthly means,spatial,link (working),NA,http://vip.arizona.edu,1,unique,website,ASU,2,NA,,NA,NA,NA,NA,
425,talluto_2015_globalecologyandbiogeography,"Talluto, M.V., et al (2016). Cross‐scale integration of knowledge for predicting species ranges: a metamodelling framework. Gobal Ecology and Biogeography",Talluto,2016,Global Ecology and Biogeography,WOS,10.1111/geb.1239,secondary,north america,regional,forest,NA,supplement,Forest plot data (US; FIA),database,report,"O’Connell, M., LaPoint, E., Turner, J., Ridley, T., Boyer, D., Wilson, A., Waddell, K. & Con-kling, B. (2013) The Forest Inventory and Analysis Database: Database Description and Users Manual Version 5.1.5 for Phase 2. US Department of Agriculture, Forest Service, USA.",NA,1,unique,report,NA,2,NA,,NA,NA,NA,NA,
426,talluto_2015_globalecologyandbiogeography,"Talluto, M.V., et al (2016). Cross‐scale integration of knowledge for predicting species ranges: a metamodelling framework. Gobal Ecology and Biogeography",Talluto,2016,Global Ecology and Biogeography,WOS,10.1111/geb.1239,secondary,north america,regional,forest,NA,supplement,Forest plot data (Quebec; Ministère des Forêts de la Fauneet des Parcs),database,report,"Ministère des Ressources Naturelles du Québec (2013) Normes d’inventaire forestier [Forest In-ventory Standards]. Ministère des Ressources Naturelles du Québec, Quebec City, Canada.",NA,2,unique,report,NA,2,NA,,NA,NA,NA,NA,
427,talluto_2015_globalecologyandbiogeography,"Talluto, M.V., et al (2016). Cross‐scale integration of knowledge for predicting species ranges: a metamodelling framework. Gobal Ecology and Biogeography",Talluto,2016,Global Ecology and Biogeography,WOS,10.1111/geb.1239,secondary,north america,regional,forest,NA,supplement,Forest plot data (Quebec; DOMTAR),database,report,"Ministère des Ressources Naturelles du Québec (2013) Normes d’inventaire forestier [Forest In-ventory Standards]. Ministère des Ressources Naturelles du Québec, Quebec City, Canada.",NA,2,?,report,NA,2,NA,,NA,NA,NA,NA,
428,talluto_2015_globalecologyandbiogeography,"Talluto, M.V., et al (2016). Cross‐scale integration of knowledge for predicting species ranges: a metamodelling framework. Gobal Ecology and Biogeography",Talluto,2016,Global Ecology and Biogeography,WOS,10.1111/geb.1239,secondary,north america,regional,forest,NA,supplement,Forest plot data (Ontario),database,report,"Ontario Ministry of Natural Resources (2014) Growth and Yield Program: PSP and PGP Ref-erence Manual. Ontario Ministry of Natural Resources, Provincial Services Division, Scienceand Research Branch, Peterborough, Canada.",NA,1,unique,report,NA,2,NA,,NA,NA,NA,NA,
429,talluto_2015_globalecologyandbiogeography,"Talluto, M.V., et al (2016). Cross‐scale integration of knowledge for predicting species ranges: a metamodelling framework. Gobal Ecology and Biogeography",Talluto,2016,Global Ecology and Biogeography,WOS,10.1111/geb.1239,secondary,north america,regional,forest,NA,supplement,Forest plot data (New Brunswick),database,report,"Porter, K., D.A., M., Beaton, K. & Upshall, J. (1999) New Brunswick Permanent Sample PlotDatabase (PSPDB v1.0): User’s Guide and Analysis. New Brunswick Department of NaturalResources and Energy, Forest Management Branch, Fredericton, Canada.",NA,1,unique,report,NA,2,NA,,NA,NA,NA,NA,
430,talluto_2015_globalecologyandbiogeography,"Talluto, M.V., et al (2016). Cross‐scale integration of knowledge for predicting species ranges: a metamodelling framework. Gobal Ecology and Biogeography",Talluto,2016,Global Ecology and Biogeography,WOS,10.1111/geb.1239,secondary,north america,regional,forest,242,methods (general),"""coarser presence-absence information""",database,article,"Morin, X. & Thuiller, W. (2009) Comparing niche- and process-based models to reduce predictionuncertainty in species range shifts under climate change. Ecology, 90, 1301–1313.",NA,3,unique,report,NA,not accessible,NA,,NA,NA,NA,NA,"the degree to which this paper has associated data and predictions available for download is uncertain. Because no data was cited per se, and the paper is one of the the coauthors', I assigned data distance to not accessible"
431,talluto_2015_globalecologyandbiogeography,"Talluto, M.V., et al (2016). Cross‐scale integration of knowledge for predicting species ranges: a metamodelling framework. Gobal Ecology and Biogeography",Talluto,2016,Global Ecology and Biogeography,WOS,10.1111/geb.1239,secondary,north america,regional,forest,242,methods (general),PhenoFit projections,spatial,article,"Morin, X. & Thuiller, W. (2009) Comparing niche- and process-based models to reduce predictionuncertainty in species range shifts under climate change. Ecology, 90, 1301–1313.",NA,3,?,article,NA,not accessible,NA,,NA,NA,NA,NA,see previous
432,talluto_2015_globalecologyandbiogeography,"Talluto, M.V., et al (2016). Cross‐scale integration of knowledge for predicting species ranges: a metamodelling framework. Gobal Ecology and Biogeography",Talluto,2016,Global Ecology and Biogeography,WOS,10.1111/geb.1239,secondary,north america,regional,forest,242,methods (general),Climate variables,spatial,article,"Morin, X. & Thuiller, W. (2009) Comparing niche- and process-based models to reduce predictionuncertainty in species range shifts under climate change. Ecology, 90, 1301–1313.",NA,3,?,article,NA,not accessible,NA,,NA,NA,NA,NA,see previous
433,medlyn_2015_natureclimatechange,"Medlyn, B.E., et al. (2015). Using ecosystem experiments to improve vegetation models. ",Medlyn,2015,Nature Climate Change,WOS,10.1038/nclimate2621,secondary,north america,regional,forest,528,methods (general),Free Air CO2 Enrichment Model-Data Synthesis (FACE) Phase 1 data,database,link (broken),"Norby, R. J. et al.Phase 1 Free Air CO2 Enrichment Model-Data Synthesis (FACE-MDS): Meteorological Data (Carbon Dioxide Information Analysis Center, 2015); http://cdiac.ornl.gov/face/metdata1.html",http://cdiac.ornl.gov/face/metdata1.htm,1,unique,gov_repo,LBL,1,NA,,NA,NA,NA,NA,"this paper (in nature climate change) was short on methods, instead relying on previous work published within the group. However, all data appears easily available, though consists of numerous data sets. [this link broken, but access available through http://cdiac.ess-dive.lbl.gov/face/metdata1.html]"
434,medlyn_2015_natureclimatechange,"Medlyn, B.E., et al. (2015). Using ecosystem experiments to improve vegetation models. ",Medlyn,2015,Nature Climate Change,WOS,10.1038/nclimate2621,secondary,north america,regional,forest,528,methods (general),Free Air CO2 Enrichment Model-Data Synthesis (FACE) Phase 1 data,database,link (working),"Walker, A. P. et al.Phase 1 Free Air CO2 Enrichment Model-Data Synthesis (FACE-MDS): Model Output Data (Carbon Dioxide Information Analysis Center, 2015); http://cdiac.ornl.gov/face/model1.html",http://cdiac.ornl.gov/face/model1.html,1,unique,gov_repo,LBL,1,NA,,NA,NA,NA,NA,
435,baffreau_2017_regionalstudiesinmarinescience,"Baffreau, A., et al. (2017). Mapping benthic communities: An indispensable tool for the preservation and management of the eco-socio-system in the Bay of Seine. Regional Studies in Marine Science.",Baffreau,2017,Regional Studies in Marine Science.,WOS,10.1016/j.rsma.2016.12.005,secondary,europe,regional,marine,164,methods (data),"""benthic data""",article,article,"J.C. Dauvin. History of benthic research in the English Channel: from general patterns of communities to habitat mosaic description. J. Sea Res., 100 (2015), pp. 32-45",NA,1,unique,article,NA,2,NA,,gov_repo,unknown,3,NA,"Maps created and published publicly, however it is unclear where this output data are stored: ""Maps resulting from this study are currently used for the delimitation of the ZNIEFF-Marine protected area in the Normandy region, which has been validated by the Paris National Museum of Natural History (https://inpn-mnhn-fr.unr.idm.oclc.org/), as well as in management planning for the Rouen and Le Havre harbours. These maps will also be useful for the management of the Bay of Seine with the objectives of attaining a good ecological status under the Marine Strategy Framework Directive."""
436,baffreau_2017_regionalstudiesinmarinescience,"Baffreau, A., et al. (2017). Mapping benthic communities: An indispensable tool for the preservation and management of the eco-socio-system in the Bay of Seine. Regional Studies in Marine Science.",Baffreau,2017,Regional Studies in Marine Science.,WOS,10.1016/j.rsma.2016.12.005,secondary,europe,regional,marine,164,methods (data),"""benthic data""",article,article,"J.C. Dauvin, J.L. Gomez Gesteira, F. Gentil, K. Ghertsos, M. Ropert, B. Sylvand, E. Thiébaut. Subtidal macrobenthic communities in the Bay of Veys (western Bay of Seine, English Channel) spatial and temporal changes according to recruitment variability. J. Exp. Mar. Biol. Ecol., 307 (2004), pp. 217-235",NA,1,unique,article,NA,2,NA,,gov_repo,unknown,3,NA,
437,baffreau_2017_regionalstudiesinmarinescience,"Baffreau, A., et al. (2017). Mapping benthic communities: An indispensable tool for the preservation and management of the eco-socio-system in the Bay of Seine. Regional Studies in Marine Science.",Baffreau,2017,Regional Studies in Marine Science.,WOS,10.1016/j.rsma.2016.12.005,secondary,europe,regional,marine,164,methods (data),"""benthic data""",article,article,"K. Ghertsos. Structure spatio-temporelle des peuplements macrobenthiques de la baie de Seine à plusieurs échelles d’observation (Ph.D. thesis). Université des Sciences et Technologies de Lille, France (2002)",NA,1,unique,article,NA,2,NA,,gov_repo,unknown,3,NA,
438,baffreau_2017_regionalstudiesinmarinescience,"Baffreau, A., et al. (2017). Mapping benthic communities: An indispensable tool for the preservation and management of the eco-socio-system in the Bay of Seine. Regional Studies in Marine Science.",Baffreau,2017,Regional Studies in Marine Science.,WOS,10.1016/j.rsma.2016.12.005,secondary,europe,regional,marine,164,methods (data),winter benthic surveys,article,article,"E. Thiébaut, L. Cabioch, J.C. Dauvin, C. Retière, F. Gentil. Spatio-temporal stability of the Abra alba—Pectinaria koreni muddy fine sand community from the eastern part of the Bay of Seine (English Channel). J. Mar. Biol. Assoc. UK, 77 (1997), pp. 1165-1185",NA,1,unique,article,NA,2,NA,,gov_repo,unknown,3,NA,
439,baffreau_2017_regionalstudiesinmarinescience,"Baffreau, A., et al. (2017). Mapping benthic communities: An indispensable tool for the preservation and management of the eco-socio-system in the Bay of Seine. Regional Studies in Marine Science.",Baffreau,2017,Regional Studies in Marine Science.,WOS,10.1016/j.rsma.2016.12.005,secondary,europe,regional,marine,164,methods (data),winter benthic surveys,article,article,"A.S. Barnay. Structure des peuplements fins plus ou moins envasés en Manche: échelles spatiales et biodiversité (Ph.D. thesis). Université Pierre et Marie Curie - Paris VI, France (2003)",NA,1,unique,article,NA,2,NA,,gov_repo,unknown,3,NA,
440,baffreau_2017_regionalstudiesinmarinescience,"Baffreau, A., et al. (2017). Mapping benthic communities: An indispensable tool for the preservation and management of the eco-socio-system in the Bay of Seine. Regional Studies in Marine Science.",Baffreau,2017,Regional Studies in Marine Science.,WOS,10.1016/j.rsma.2016.12.005,secondary,europe,regional,marine,164,methods (data),winter benthic surveys,article,article,"J.C. Dauvin, T. Ruellet, E. Thiébaut, F. Gentil, N. Desroy, A.L. Janson, S. Duhamel, J. Jourde, S. Simon. The Presence of Melinna palmata (Annelid Polychaete) and Ensis directus (Mollusc Bivalve) as indicators of environmental changes in the Bay of Seine. Cah. Biol. Mar., 48 (2007), pp. 391-401",NA,1,unique,article,NA,2,NA,,gov_repo,unknown,3,NA,
441,baffreau_2017_regionalstudiesinmarinescience,"Baffreau, A., et al. (2017). Mapping benthic communities: An indispensable tool for the preservation and management of the eco-socio-system in the Bay of Seine. Regional Studies in Marine Science.",Baffreau,2017,Regional Studies in Marine Science.,WOS,10.1016/j.rsma.2016.12.005,secondary,europe,regional,marine,164,methods (data),winter benthic surveys,person,not provided,"""unpublished data""",NA,1,unique,NA,NA,not accessible,NA,,gov_repo,unknown,3,NA,
